uniqueID,site,plot,quad,ind,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds_08.08.2017,flrs_08.08.2017,fruits_08.08.2017,longest.fruit.1,herb_08.08.2017,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds_14.08.2017,flrs_14.08.2017,fruits_14.08.2017,longest.fruit.2,herb_14.08.2017,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds_21.08.2017,flrs_21.08.2017,fruits_21.08.2017,longest.fruit.3,herb_21.08.2017,ind,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds_28.08.2017,flrs_28.08.2017,fruits_28.08.2017,longest.fruit.4,herb_28.08.2017,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds_03.09.2017,flrs_03.09.2017,fruits_03.09.2017,longest.fruit.5,herb_03.09.2017,date.6,phen.6,stem.diam6,height.6,total.branch.6,longest.leaf.6,buds_11.09.2017,flrs_11.09.2017,fruits_11.09.2017,longest.fruit.6,herb_11.09.2017,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds_18.09.2017,flrs_18.09.2017,fruits_18.09.2017,longest.fruit.7,herb_18.09.2017,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds_30.09.2017,flrs_30.09.2017,fruits_30.09.2017,longest.fruit.8,canopy.width.8,herb_30.09.2017
LV1 P1 QNA #1-2,LV1,1,NA,2-Jan,(8/29/2017),NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2-Jan,F,8/29/17,1.54,10.2,3,NA,21,1,NA,NA,NA,9/3/17,F,1.35,0.9,1,0.9,NA,NA,NA,NA,NA,9/12/17,F,2.13,15,3,NA,8,4,8,6.5,NA,9/19/17,F,2.13,15,3,NA,7,2,11,7,NA,9/30/17,S/V,1.66,14,3,NA,NA,NA,7,7,NA,NA
LV1 P1 QNA #2,LV1,1,NA,2,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,2.13,14.2,3,NA,13,8,2,0.4,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #3,LV1,1,NA,3,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #4,LV1,1,NA,4,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #5,LV1,1,NA,5,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #6,LV1,1,NA,6,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #6-1,LV1,1,NA,1-Jun,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Jun,F,8/29/17,3.78,14,3,NA,23,15,NA,NA,NA,9/3/17,F,3.78,14.5,3,NA,13,11,14,5.4,NA,9/12/17,F,3.78,14.5,3,NA,8,1,15,6.2,NA,9/19/17,P,3.78,14.5,3,NA,NA,0,19,6.2,NA,9/30/17,P,2.73,15,3,NA,NA,NA,14,6.4,NA,NA
LV1 P1 QNA #7,LV1,1,NA,7,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #8,LV1,1,NA,8,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #8-1,LV1,1,NA,1-Aug,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Aug,F,8/29/17,2.42,11,1,NA,10,5,NA,NA,NA,9/3/17,F,2.42,12,1,NA,6,5,3,1.5,NA,9/12/17,F,2.42,13,1,NA,4,2,4,5.5,NA,9/19/17,P,2.42,13,1,NA,4,0,11,5.6,NA,9/30/17,S,2.3,14.1,1,NA,NA,NA,5,5.3,NA,NA
LV1 P1 QNA #9,LV1,1,NA,9,(8/9/17),V,Y,8/9/17,2.55,3.5,4,1.2,NA,NA,NA,NA,NA,B,8/15/17,2.55,4,4,NA,4,0,0,NA,NA,B,8/22/17,2.55,4,4,NA,17,NA,NA,NA,NA,9,F,8/29/17,2.55,NA,4,NA,15,8,NA,NA,NA,9/3/17,F,3.23,13.5,4,NA,7,9,8,4,NA,9/12/17,F,3.23,14,4,NA,4,3,16,6,NA,9/19/17,F,2.23,14,4,NA,4,1,19,6,NA,9/30/17,S,3.1,14.5,4,NA,NA,NA,11,5.7,NA,NA
LV1 P1 QNA #10,LV1,1,NA,10,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #11,LV1,1,NA,11,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #12,LV1,1,NA,12,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #13,LV1,1,NA,13,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #13-1,LV1,1,NA,13-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-1,F,8/29/17,1.72,6.5,3,NA,8,1,NA,NA,NA,9/3/17,F,1.92,9.3,3,NA,5,5,1,0.4,NA,9/12/17,F,1.92,11,3,NA,4,1,5,4.8,NA,9/19/17,P,1.92,11,3,NA,4,0,8,4.8,NA,9/30/17,S,2.34,10,1,NA,NA,NA,4,4.7,NA,NA
LV1 P1 QNA #14,LV1,1,NA,14,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #15,LV1,1,NA,15,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #16,LV1,1,NA,16,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #17,LV1,1,NA,17,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #18,LV1,1,NA,18,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #19,LV1,1,NA,19,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #19-1,LV1,1,NA,19-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-1,V,8/29/17,1.3,1.8,1,1,NA,NA,NA,NA,NA,9/3/17,V,1.72,1.8,1,1.4,NA,NA,NA,NA,NA,9/12/17,6V,1.72,1.8,1,1.4,NA,NA,NA,NA,NA,9/19/17,V,1.72,1.8,1,1.4,NA,NA,NA,NA,NA,9/30/17,V,1.91,2.1,1,1.5,NA,NA,NA,NA,2.7,NA
LV1 P1 QNA #19-2,LV1,1,NA,19-2,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-2,V,8/29/17,1.02,1.3,1,0.8,NA,NA,NA,NA,NA,9/3/17,V,1.09,1.9,1,1,NA,NA,NA,NA,NA,9/12/17,V,1.09,1.9,1,1,NA,NA,NA,NA,NA,9/19/17,V,1.09,1.9,1,1.3,NA,NA,NA,NA,NA,9/30/17,V,1.54,1.4,1,1.5,NA,NA,NA,NA,3.1,NA
LV1 P1 QNA #20,LV1,1,NA,20,(8/9/17),V,N,8/9/17,0.85,1.5,1,1.4,NA,NA,NA,NA,NA,V,8/15/17,0.85,1.8,1,1.4,NA,NA,NA,NA,NA,V,8/22/17,0.85,1.8,1,1.4,NA,NA,NA,NA,NA,20,V,8/29/17,0.85,1.4,1,0.4,NA,NA,NA,NA,NA,9/3/17,V,1.86,2,1,1.4,NA,NA,NA,NA,NA,9/12/17,V,1.86,2,1,1.4,NA,NA,NA,NA,NA,9/19/17,V,1.86,2,1,1.4,NA,NA,NA,NA,NA,9/30/17,V,2.14,1.2,1,1.4,NA,NA,NA,NA,2.8,1
LV1 P1 QNA #20-1,LV1,1,NA,20-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-1,F,8/29/17,1.7,11.5,2,NA,NA,8,9,NA,NA,9/3/17,F,2.08,13,2,NA,1,7,9,4.4,NA,9/12/17,F,2.08,13,2,NA,0,2,10,5,NA,9/19/17,P,2.08,13,2,NA,0,0,10,5,NA,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #20-2,LV1,1,NA,20-2,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-2,V,8/29/17,1.18,3,1,1,NA,NA,NA,NA,NA,9/3/17,V,1.48,3,1,1,NA,NA,NA,NA,NA,9/12/17,V,1.48,3,1,1.3,NA,NA,NA,NA,NA,9/19/17,V,1.48,3,1,1,NA,NA,NA,NA,NA,9/30/17,V,1.87,3.4,1,1.5,NA,NA,NA,NA,3.1,NA
LV1 P1 QNA #20-3,LV1,1,NA,20-3,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-3,V,8/29/17,1.02,1,1,0.6,NA,NA,NA,NA,NA,9/3/17,V,1.18,1.3,1,0.8,NA,NA,NA,NA,NA,9/12/17,V,1.18,1.3,1,0.9,NA,NA,NA,NA,NA,9/19/17,V,1.18,1.3,1,0.9,NA,NA,NA,NA,NA,9/30/17,V,1.59,1.7,1,1,NA,NA,NA,NA,2.1,1
LV1 P1 QNA #21,LV1,1,NA,21,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #22,LV1,1,NA,22,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #23,LV1,1,NA,23,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,V,8/15/17,0.42,0.9,1,0.3,NA,NA,NA,NA,NA,V,8/22/17,0.42,0.9,1,0.3,NA,NA,NA,NA,NA,23,V,8/29/17,0.42,0.9,1,0.3,NA,NA,NA,NA,NA,9/3/17,V,0.64,1.1,1,0.3,NA,NA,NA,NA,NA,9/12/17,V,0.64,1.1,2,0.3,NA,NA,NA,NA,NA,9/19/17,V,0.64,1.1,1,0.3,NA,NA,NA,NA,NA,9/30/17,V,1.01,2.5,2,0.4,NA,NA,NA,NA,1.1,NA
LV1 P1 QNA #23-1,LV1,1,NA,23-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-1,V,8/29/17,1.58,2.5,1,1.2,NA,NA,NA,NA,NA,9/3/17,V,2.5,2.5,1,1.4,NA,NA,NA,NA,NA,9/12/17,V,2.5,2.5,1,1.4,NA,NA,NA,NA,NA,9/19/17,V,2.5,2.5,1,1.4,NA,NA,NA,NA,NA,9/30/17,V,2.13,1.6,1,1.5,NA,NA,NA,NA,3.4,NA
LV1 P1 QNA #23-2,LV1,1,NA,23-2,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-2,V,8/29/17,0.77,1.1,1,0.6,NA,NA,NA,NA,NA,9/3/17,V,1.07,1.3,1,0.6,NA,NA,NA,NA,NA,9/12/17,V,1.07,1.3,1,0.6,NA,NA,NA,NA,NA,9/19/17,V,1.07,1.3,1,0.6,NA,NA,NA,NA,NA,9/30/17,V,1.21,1.5,1,1.1,NA,NA,NA,NA,2.5,NA
LV1 P1 QNA #23-3,LV1,1,NA,23-3,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-3,V,8/29/17,0.85,1.4,1,0.4,NA,NA,NA,NA,NA,9/3/17,V,0.85,1.4,1,0.4,NA,NA,NA,NA,NA,9/12/17,V,0.85,1.8,2,0.5,NA,NA,NA,NA,NA,9/19/17,V,0.85,1.4,1,0.4,NA,NA,NA,NA,NA,9/30/17,V,1.09,1.9,2,1.7,NA,NA,NA,NA,1.3,NA
LV1 P1 QNA #24,LV1,1,NA,24,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LV1 P1 QNA #24-1,LV1,1,NA,24-1,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-1,V,8/29/17,1.53,0.5,1,1,NA,NA,NA,NA,NA,9/3/17,V,1.53,0.9,1,1,NA,NA,NA,NA,NA,9/12/17,V,1.53,0.9,1,1,NA,NA,NA,NA,NA,9/19/17,V,1.53,0.9,1,1,NA,NA,NA,NA,NA,9/30/17,V,1.97,1,1,1.5,NA,NA,NA,NA,3,NA
LV1 P1 QNA #24-2,LV1,1,NA,24-2,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-2,V,8/29/17,2,1.3,1,1.2,NA,NA,NA,NA,NA,9/3/17,V,2,2.6,1,1.5,NA,NA,NA,NA,NA,9/12/17,V,2,2.6,1,1.5,NA,NA,NA,NA,NA,9/19/17,V,2,2.6,1,1.5,NA,NA,NA,NA,NA,9/30/17,V,2.49,2.4,1,1.5,NA,NA,NA,NA,3.3,NA
LV1 P1 QNA #24-3,LV1,1,NA,24-3,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-3,V,8/29/17,1.15,3,1,0.9,NA,NA,NA,NA,NA,9/3/17,V,1.15,3,1,0.9,NA,NA,NA,NA,NA,9/12/17,V,1.15,3,1,0.9,NA,NA,NA,NA,NA,9/19/17,V,1.15,3,1,0.9,NA,NA,NA,NA,NA,9/30/17,V,1.51,3,2,1,NA,NA,NA,NA,2.2,NA
LV1 P1 QNA #24-4,LV1,1,NA,24-4,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-4,V,8/29/17,1.14,1.7,1,1.1,NA,NA,NA,NA,NA,9/3/17,V,1.14,2.4,1,1.1,NA,NA,NA,NA,NA,9/12/17,V,1.14,2.4,1,1.1,NA,NA,NA,NA,NA,9/19/17,V,1.14,2.4,1,1.1,NA,NA,NA,NA,NA,9/30/17,V,1.7,1.7,1,1.5,NA,NA,NA,NA,2.8,1
LV1 P1 QNA #24-5,LV1,1,NA,24-5,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-5,P,8/29/17,1.52,3,1,NA,NA,NA,1,0.4,NA,9/3/17,P,1.79,6,1,NA,NA,NA,1,3.7,NA,9/12/17,P,1.79,6,1,NA,0,0,1,5.2,NA,9/19/17,P,1.79,6,4,NA,0,0,1,5.2,NA,9/30/17,S/V,2.06,4.6,3,1.5,NA,NA,1,5,2.1,1
LV1 P1 QNA #24-6,LV1,1,NA,24-6,(8/29/2017),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,24-6,V,8/29/17,1.45,2.6,1,1.2,NA,NA,NA,NA,NA,9/3/17,V,1.45,2.6,1,1.2,NA,NA,NA,NA,NA,9/12/17,V,1.45,2.6,1,1.2,NA,NA,NA,NA,NA,9/19/17,V,1.45,2.6,1,2,NA,NA,NA,NA,1,9/30/17,V,1.68,3.4,1,2,NA,NA,NA,NA,3.4,1
