"","uniqueID","site","plot","quad","ind","emerg.date","phen.1","itero.per.","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds_08.08.2017","flrs_08.08.2017","fruits_08.08.2017","longest.fruit.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds_14.08.2017","flrs_14.08.2017","fruits_14.08.2017","longest.fruit.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds_21.08.2017","flrs_21.08.2017","fruits_21.08.2017","longest.fruit.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds_28.08.2017","flrs_28.08.2017","fruits_28.08.2017","longest.fruit.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds_03.09.2017","flrs_03.09.2017","fruits_03.09.2017","longest.fruit.5","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds_30.09.2017","flrs_30.09.2017","fruits_30.09.2017","longest.fruit.8","canopy.width.8","date.6","phen.6","stem.diam6","height.6","total.branch.6","longest.leaf.6","buds.8","flrs.6","fruits.6","longest.fruit.6","notes.6","protocol.notes.6","uniqueID_6","matches.","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7"
"81","LV1 P2 QNA #0-12","LV1",2,NA,"0-12","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.18",12,1,NA,11,7,0,NA,"9/3/17","F",2.5,13.5,1,NA,6,6,7,3,"9/30/17","P",2.77,"7.4","4",NA,12,0,0,NA,NA,"9/12/17","F","2.5","14.3","1",NA,"4","2","13","5.9",NA,NA,"LV1 P2 QNA #0-12","Y","9/19/17","P",2.5,7.5,"1",NA,NA,NA,NA,NA,"chopped, herb"
"82","LV1 P2 QNA #0-2","LV1",2,NA,"0-2","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","1.7",5.6,4,NA,2,0,0,NA,"B","8/29/17","2.06",5.6,6,NA,15,0,0,NA,"9/3/17","B",3.09,6.9,6,NA,24,0,0,NA,"9/30/17","P",2.72,"6.5","3",NA,5,0,0,NA,NA,"9/12/17","F","3.09","6.9","6",NA,"13","1","0","0",NA,NA,"LV1 P2 QNA #0-2","Y","9/19/17","F",3.09,6.9,"6",NA,12,1,0,NA,NA
"83","LV1 P2 QNA #0-2-1","LV1",2,NA,"0-2-1","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"B","8/29/17","2.03",7.3,5,NA,25,0,0,NA,"9/3/17","F",2.29,9.2,4,NA,21,4,0,NA,"9/30/17","P",2.32,"4.1","4",NA,0,0,0,NA,NA,"9/12/17","F","2.29","12","4",NA,"13","6","10","3.7",NA,NA,"LV1 P2 QNA #0-2-1","Y","9/19/17","P",2.29,4,"4",NA,4,0,0,NA,"herb, branches chopped"
"84","LV1 P2 QNA #0-2-2","LV1",2,NA,"0-2-2",NA,NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","F",2.2,8.5,2,NA,15,5,0,NA,"9/30/17","P",2.65,"10.5","2",NA,0,0,9,"5.9",NA,"9/12/17","F","2.2","11","2",NA,"5","5","8","4.4",NA,NA,"LV1 P2 QNA #0-2-2","Y","9/19/17","F",2.2,11,"2",NA,4,2,14,5.9,NA
"85","LV1 P2 QNA #0-3","LV1",2,NA,"0-3","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","2.26",3.1,2,NA,4,0,0,NA,"B","8/29/17","2.6",5.2,2,NA,23,0,0,NA,"9/3/17","F",2.6,8.3,2,NA,20,8,0,NA,"9/30/17","S",2.87,"10.3","2",NA,0,0,3,"5.4",NA,"9/12/17","F","2.6","10.5","2",NA,"11","6","11","5.5",NA,NA,"LV1 P2 QNA #0-3","Y","9/19/17","P",2.6,10.5,"2",NA,0,0,3,5.5,"1 branch chopped"
"86","LV1 P2 QNA #0-4","LV1",2,NA,"0-4","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","3.85",4,3,NA,18,0,0,NA,"B","8/29/17","4.45",6.2,3,NA,30,0,0,NA,"9/3/17","F",4.45,9.1,3,NA,23,13,0,NA,"9/30/17","P",4.38,"10.6","3",NA,0,0,9,"7.4",NA,"9/12/17","F","4.45","12","3",NA,"14","7","15","6.5",NA,NA,"LV1 P2 QNA #0-4","Y","9/19/17","F",4.45,12,"3",NA,14,6,14,7.3,NA
"87","LV1 P2 QNA #0-5","LV1",2,NA,"0-5","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","2.05",2.1,3,NA,19,0,0,NA,"B","8/29/17","2.05",6.4,3,NA,32,0,0,NA,"9/3/17","F",2.95,8.2,3,NA,20,10,0,NA,"9/30/17","P",2.7,"4.5","5",NA,11,0,1,"1.5",NA,"9/12/17","F","2.95","11.5","3",NA,"9","6","10","5.9",NA,NA,"LV1 P2 QNA #0-5","Y","9/19/17","P",2.95,5,"3",NA,0,0,1,1.4,"herb, branches chopped"
"88","LV1 P2 QNA #0-6","LV1",2,NA,"0-6","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","1.46",1.7,1,NA,8,0,0,NA,"B","8/29/17","1.46",4,1,NA,11,0,0,NA,"9/3/17","F",2.05,5.6,1,NA,10,5,0,NA,"9/30/17","P",2.1,"6.8","1",NA,0,0,6,"5",NA,"9/12/17","F","2.05","7.2","1",NA,"7","3","4","3.6",NA,NA,"LV1 P2 QNA #0-6","Y","9/19/17","F",2.05,7.2,"1",NA,5,2,7,4.6,NA
"89","LV1 P2 QNA #0-7","LV1",2,NA,"0-7","(8/22/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,"B","8/22/17","2.12",3.6,4,NA,7,0,0,NA,"B","8/29/17","2.12",5.2,4,NA,33,0,0,NA,"9/3/17","F",2.53,8.1,5,NA,28,1,0,NA,"9/30/17","F",2.91,"9","6",NA,24,5,3,"0.7",NA,"9/12/17","F","2.53","9.4","5",NA,"33","4","0","0",NA,NA,"LV1 P2 QNA #0-7","Y","9/19/17","F",2.53,9.4,"5",NA,29,7,2,1,NA
"90","LV1 P2 QNA #0-8","LV1",2,NA,"0-8","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.51",4.2,3,NA,21,2,0,NA,"9/3/17","F",2.51,6.5,3,NA,18,5,0,NA,"9/30/17","S",2.34,"7.4","3",NA,0,0,10,"4.4",NA,"9/12/17","F","2.51","7.2","3",NA,"8","4","8","4.5",NA,NA,"LV1 P2 QNA #0-8","Y","9/19/17","F",2.51,7.2,"3",NA,9,2,10,4.5,NA
"91","LV1 P2 QNA #0-9","LV1",2,NA,"0-9","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.75",9.4,1,NA,8,3,0,1.2,"9/3/17","F",1.75,11.3,1,NA,5,3,2,1.2,"9/30/17","S",1.68,"10","1",NA,0,0,3,"4.8",NA,"9/12/17","F","1.75","11.3","1",NA,"3","1","5","4.9",NA,NA,"LV1 P2 QNA #0-9","Y","9/19/17","P",1.75,11.3,"1",NA,3,0,3,5,NA
"92","LV1 P2 QNA #1","LV1",2,NA,"1","(8/9/17)","V","Y","8/9/17","3.95",4,6,2,0,0,0,NA,"V","8/14/17","3.95",4,6,2,0,0,0,NA,"B","8/22/17","3.95",4,6,NA,74,0,0,NA,"F","8/29/17","4.73",10,12,NA,96,21,0,NA,"9/3/17","F",4.73,15.8,12,NA,7,5,2,0.7,"9/30/17","F",4.59,"9.5","3",NA,73,1,0,NA,NA,"9/12/17","F","4.73","17.2","12",NA,"67","3","4","7.2","Herbivory",NA,"LV1 P2 QNA #1","Y","9/19/17","B",4.73,7,"12",NA,67,NA,NA,NA,"herb, branches chopped"
"93","LV1 P2 QNA #10","LV1",2,NA,"10","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #10","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","LV1 P2 QNA #10-1","LV1",2,NA,"1-Oct","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.47",15,1,NA,6,7,1,0.9,"9/3/17","F",2.47,15.1,1,NA,4,4,7,6.1,"9/30/17","P",2.44,"14.7","1",NA,0,0,4,"6.8",NA,"9/12/17","P","2.47","15.1","1",NA,"3","0","9","6.8",NA,NA,"LV1 P2 QNA #10-1","Y","9/19/17","P",2.47,15.1,"1",NA,0,0,9,6.8,NA
"95","LV1 P2 QNA #10-2","LV1",2,NA,"2-Oct","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","3.98",14,4,NA,4,4,4,3.9,"9/3/17","F",3.98,14,4,NA,6,1,7,6.1,"9/30/17","P",2.71,"14.2","2",NA,0,0,5,"6.4",NA,"9/12/17","P","3.98","14","4",NA,"2","0","5","6.1",NA,NA,"LV1 P2 QNA #10-2","Y","9/19/17","P",3.98,14,"4",NA,0,0,7,6.2,NA
"96","LV1 P2 QNA #10-3","LV1",2,NA,"3-Oct","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.7",8.5,1,NA,4,3,3,1.5,"9/3/17","F",1.7,8.9,1,NA,3,1,5,4,"9/30/17","P",1.48,"8.3","1",NA,0,0,2,"4.1",NA,"9/12/17","P","1.7","8.9","1",NA,"2","0","7","4",NA,NA,"LV1 P2 QNA #10-3","Y","9/19/17","P",1.7,8.9,"1",NA,0,0,4,4,NA
"97","LV1 P2 QNA #10-4","LV1",2,NA,"4-Oct","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.72",12.7,2,NA,8,4,6,3.8,"9/3/17","F",2.39,14.6,2,NA,5,4,8,5.5,"9/30/17","P",2.16,"13.6","2",NA,0,0,4,"5.7",NA,"9/12/17","P","2.39","14.6","2",NA,"3","0","8","5.5",NA,NA,"LV1 P2 QNA #10-4","Y","9/19/17","P",2.39,14.6,"2",NA,0,0,7,5.5,NA
"98","LV1 P2 QNA #10-5","LV1",2,NA,"5-Oct","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.91",8.5,2,NA,11,6,3,1.3,"9/3/17","F",1.99,9.6,3,NA,7,2,8,4.5,"9/30/17","P",1.85,"9.4","2",NA,0,0,3,"4.4",NA,"9/12/17","P","1.99","9.6","3",NA,"7","0","10","4.6",NA,NA,"LV1 P2 QNA #10-5","Y","9/19/17","P",1.99,9.6,"3",NA,2,0,10,4.6,NA
"99","LV1 P2 QNA #10-6","LV1",2,NA,"6-Oct","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.83",8.3,1,NA,5,5,5,3.1,"9/3/17","F",2.37,9,1,NA,4,3,6,4.6,"9/30/17","P",2.27,"9.5","1",NA,0,0,5,"5",NA,"9/12/17","P","2.37","10","1",NA,"4","0","7","4.7",NA,NA,"LV1 P2 QNA #10-6","Y","9/19/17","P",2.37,10,"1",NA,0,0,5,4.7,NA
"100","LV1 P2 QNA #11","LV1",2,NA,"11","(8/9/17)","V","N","8/9/17","1.79",3.5,1,0.7,0,0,0,NA,"B","8/14/17","1.79",3.5,1,NA,10,0,0,NA,"F","8/22/17","1.79",7.4,3,NA,13,1,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17",NA,NA,NA,NA,NA,0,0,0,NA,"9/30/17",NA,NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"lost",NA,"LV1 P2 QNA #11","Y","9/19/17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"LOST"
"101","LV1 P2 QNA #12","LV1",2,NA,"12","(8/9/17)","V","N","8/9/17","2.61",3.8,1,2,0,0,0,NA,"B","8/14/17","2.61",3.8,1,NA,20,0,0,NA,"F","8/22/17","2.61",8.2,6,NA,36,1,0,NA,"F","8/29/17","3.43",12.3,6,NA,26,20,8,1.7,"9/3/17","F",3.76,13.3,6,NA,14,11,30,5.4,"9/30/17","P",4.53,"13.4","5",NA,0,0,24,"5.5",NA,"9/12/17","F","3.76","13.3","6",NA,"5","1","25","5.6",NA,NA,"LV1 P2 QNA #12","Y","9/19/17","P",3.76,13.3,"6",NA,0,0,25,5.6,NA
"102","LV1 P2 QNA #12-1","LV1",2,NA,"1-Dec","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.08",12,2,NA,4,6,4,2.2,"9/3/17","F",2.61,13.2,2,NA,3,1,10,6,"9/30/17","P",2.04,"13","2",NA,0,0,6,"5.5",NA,"9/12/17","P","2.61","13.2","2",NA,"7","0","8","6",NA,NA,"LV1 P2 QNA #12-1","Y","9/19/17","P",2.61,13.2,"2",NA,0,0,10,6,NA
"103","LV1 P2 QNA #12-2","LV1",2,NA,"2-Dec","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.06",5.6,2,NA,5,6,0,NA,"9/3/17","F",2.66,9.4,2,NA,4,2,5,2.8,"9/30/17","P",2.37,"9.7","1",NA,0,0,3,"4.5",NA,"9/12/17","F","2.66","9.4","2",NA,"3","1","8","4.1",NA,NA,"LV1 P2 QNA #12-2","Y","9/19/17","P",2.66,9.4,"2",NA,0,0,8,4.1,NA
"104","LV1 P2 QNA #12-3","LV1",2,NA,"3-Dec","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.11",3.5,1,0.9,0,0,0,NA,"9/3/17","V",1.11,3.5,1,0.9,0,0,0,NA,"9/30/17","V",1.23,"3.6","1",1,0,0,0,NA,1.9,"9/12/17","V","1.11","3.5","1","0.9",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #12-3","Y","9/19/17","V",1.11,3.5,"1","0.9",NA,NA,NA,NA,NA
"105","LV1 P2 QNA #12-4","LV1",2,NA,"4-Dec","(9/3/17)",NA,"Y","8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","F",2.8,8,3,NA,10,4,1,0.4,"9/30/17","F",3.72,"10.5","3",NA,8,2,6,"5.4",NA,"9/12/17","F","2.8","10.2","3",NA,"16","1","6","5",NA,NA,"LV1 P2 QNA #12-4","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","LV1 P2 QNA #13","LV1",2,NA,"13","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"","","","","","","","","","","","","","N","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","LV1 P2 QNA #14","LV1",2,NA,"14","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #14","Y","9/19/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","LV1 P2 QNA #15","LV1",2,NA,"15","(8/9/17)","D","N","8/9/17",NA,NA,NA,NA,0,0,0,NA,"D","8/14/17",NA,NA,NA,NA,0,0,0,NA,"D","8/22/17",NA,NA,NA,NA,0,0,0,NA,"D","8/29/17",NA,NA,NA,NA,0,0,0,NA,"9/3/17","D",NA,NA,NA,NA,0,0,0,NA,"9/30/17","D",NA,NA,NA,NA,0,0,0,NA,NA,"9/12/17","D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #15","Y","9/19/17","P",2.8,10.2,"3",NA,14,0,6,5,NA
"109","LV1 P2 QNA #15-1","LV1",2,NA,"15-1","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.21",2.5,1,0.6,0,0,0,NA,"9/3/17","V",1.21,3,1,0.6,0,0,0,NA,"9/30/17","V",1.29,"2.6","1",1,0,0,0,NA,1.5,"9/12/17","V","1.21","3","1","0.6",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #15-1","Y","9/19/17","V",1.21,3,"1","0.6",NA,NA,NA,NA,NA
"110","LV1 P2 QNA #15-2","LV1",2,NA,"15-2","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.77",10.6,1,NA,8,5,0,NA,"9/3/17","F",1.77,11,1,NA,5,4,4,4.3,"9/30/17","P",1.76,"12.3","1",NA,0,0,4,"5.9",NA,"9/12/17","F","1.77","13","1",NA,"4","2","8","6.4",NA,NA,"LV1 P2 QNA #15-2","Y","9/19/17","F",1.77,13,"1",NA,3,1,10,6.4,NA
"111","LV1 P2 QNA #16","LV1",2,NA,"16","(8/9/17)","V","N","8/9/17","0.75",0.7,1,0.4,0,0,0,NA,"V","8/14/17","0.75",0.7,1,0.4,0,0,0,NA,"V","8/22/17","0.75",1.1,1,0.4,0,0,0,NA,"V","8/29/17","0.75",1.4,1,0.3,0,0,0,NA,"9/3/17","V",0.75,1.4,1,0.4,0,0,0,NA,"9/30/17","V",1.12,"1.2","1",0.6,0,0,0,NA,1.1,"9/12/17","V","0.75","1.4","1","0.4",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #16","Y","9/19/17","V",0.75,1.4,"1","0.4",NA,NA,NA,NA,NA
"112","LV1 P2 QNA #16-1","LV1",2,NA,"16-1","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","0.74",1.5,1,0.3,0,0,0,NA,"9/3/17","V",0.74,1.5,1,0.3,0,0,0,NA,"9/30/17","V",1.27,"1.6","1",0.4,0,0,0,NA,0.9,"9/12/17","V","0.74","1.5","1","0.3",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #16-1","Y","9/19/17","V",0.74,1.5,"1","0.3",NA,NA,NA,NA,NA
"113","LV1 P2 QNA #17","LV1",2,NA,"17","(8/9/17)","V","N","8/9/17","1.34",2.2,1,1,0,0,0,NA,"V","8/14/17","1.34",2.2,1,1,0,0,0,NA,"B","8/22/17","1.34",2.6,2,NA,9,0,0,NA,"F","8/29/17","1.66",6,2,NA,6,2,0,NA,"9/3/17","F",1.66,6.8,2,NA,6,2,3,1.5,"9/30/17","F",2.89,"10.5","1",NA,2,1,7,"5.4",NA,"9/12/17","F","1.66","9.1","2",NA,"8","7","7","7",NA,NA,"LV1 P2 QNA #17","Y","9/19/17","F",1.66,9.1,"2",NA,5,2,8,5.4,NA
"114","LV1 P2 QNA #18","LV1",2,NA,"18","(8/9/17)","V","N","8/9/17","1.59",2.4,1,1,0,0,0,NA,"B","8/14/17","1.59",2.4,1,NA,5,0,0,NA,"F","8/22/17","1.59",5.7,1,NA,6,2,0,NA,"F","8/29/17","2.62",9.2,1,NA,0,5,4,1.3,"9/3/17","P",2.62,10,1,NA,0,0,9,4.5,"9/30/17","P",2.08,"9.2","1",NA,0,0,8,"4.4",NA,"9/12/17","P","2.62","10","1",NA,"0","9","9","9",NA,NA,"LV1 P2 QNA #18","Y","9/19/17","P",2.62,10,"1",NA,0,0,9,4.5,NA
"115","LV1 P2 QNA #18-1","LV1",2,NA,"18-1","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","1.4",2.1,1,1.2,0,0,0,NA,"9/3/17","V",1.4,2.1,1,1.2,0,0,0,NA,"9/30/17","V",2.01,"2.2","1",1.5,0,0,0,NA,3.1,"9/12/17","V","1.4","2.1","1","1.2",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #18-1","Y","9/19/17","V",1.4,2.1,"1","1.2",NA,NA,NA,NA,NA
"116","LV1 P2 QNA #18-2","LV1",2,NA,"18-2","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"V","8/29/17","0.99",1,1,0.6,0,0,0,NA,"9/3/17","V",0.99,1,1,0.6,0,0,0,NA,"9/30/17","V",1.14,"1.1","1",0.8,0,0,0,NA,1.4,"9/12/17","V","0.99","1","1","0.6",NA,NA,NA,NA,NA,NA,"LV1 P2 QNA #18-2","Y","9/19/17","V",0.99,1,"1","0.6",NA,NA,NA,NA,NA
"117","LV1 P2 QNA #18-3","LV1",2,NA,"18-3","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.51",19.2,3,NA,9,8,9,6.7,"9/3/17","F",3.03,20.1,2,NA,7,4,12,7.3,"9/30/17","P",2,"18.3","2",NA,0,0,9,"7.5",NA,"9/12/17","P","3.03","20.1","2",NA,"0","13","13","13",NA,NA,"LV1 P2 QNA #18-3","Y","9/19/17","P",3.03,20.1,"2",NA,0,0,14,7.4,NA
"118","LV1 P2 QNA #19","LV1",2,NA,"19","(8/9/17)","B","N","8/9/17","2.2",3.5,1,1.5,3,0,0,NA,"B","8/14/17","2.2",8.2,1,NA,19,0,0,NA,"F","8/22/17","2.45",16.2,3,NA,19,7,0,NA,"F","8/29/17","2.45",10.5,1,NA,7,3,2,1.6,"9/3/17","F",2.45,11.7,1,NA,4,3,4,6.4,"9/30/17","P",1.79,"12.1","1",NA,0,0,6,"6.7",NA,"9/12/17","F","2.45","11.7","1",NA,"1","4","4","4",NA,NA,"LV1 P2 QNA #19","Y","9/19/17","P",2.45,11.7,"1",NA,3,3,7,6.6,NA
"119","LV1 P2 QNA #2","LV1",2,NA,"2","(8/9/17)","V","Y","8/9/17","2.14",4.5,3,1.5,0,0,0,NA,"V","8/14/17","2.14",4.5,3,1.5,0,0,0,NA,"B","8/22/17","2.14",4.5,3,NA,56,0,0,NA,"F","8/29/17","3.06",14.2,8,NA,58,28,0,NA,"9/3/17","F",3.42,15.1,8,NA,26,24,28,2.5,"9/30/17","S",3.44,"11.4","9",NA,0,0,3,"5.2",NA,"9/12/17","F","3.42","17","8",NA,"21","2","40","6.5",NA,NA,"LV1 P2 QNA #2","Y","9/19/17","P",3.42,13,"8",NA,NA,NA,6,5.5,"herb, branches chopped, not same pod as last time"
"120","LV1 P2 QNA #2-1","LV1",2,NA,"1-Feb","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","1.65",7.1,1,NA,5,4,0,NA,"9/3/17","F",2.01,7.5,1,NA,3,1,4,1.2,"9/30/17","S",1.61,"7.8","1",NA,0,0,2,"3.7",NA,"9/12/17","P","2.01","8.4","1",NA,"3","0","4","3.7",NA,NA,"LV1 P2 QNA #2-1","Y","9/19/17","P",2.01,8.4,"1",NA,NA,NA,3,3.7,NA
"121","LV1 P2 QNA #2-2","LV1",2,NA,"2-Feb","(8/29/17)",NA,NA,"8/9/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/14/17",NA,NA,NA,NA,0,0,0,NA,NA,"8/22/17",NA,NA,NA,NA,0,0,0,NA,"F","8/29/17","2.82",11.2,1,NA,8,5,0,NA,"9/3/17","F",2.91,13.3,1,NA,5,5,5,3.1,"9/30/17","S",3.02,"14.5","1",NA,0,0,4,"6.1",NA,"9/12/17","F","2.91","13.6","1",NA,"3","1","7","6.3",NA,NA,"LV1 P2 QNA #2-2","Y","9/19/17","F",2.91,13.6,"1",NA,1,1,8,6.3,NA
