,uniqueID,site,plot,quad,date,ind,buds,flrs,fruits,herb,melt_date
529,LV1 P2 QNA #3,LV1,2,NA,7/1/18,3,NA,NA,NA,0,6/20/18
530,LV1 P2 QNA #3,LV1,2,NA,7/10/18,3,NA,NA,NA,NA,6/20/18
531,LV1 P2 QNA #3,LV1,2,NA,7/18/18,3,NA,NA,NA,0,6/20/18
532,LV1 P2 QNA #3,LV1,2,NA,7/27/18,3,NA,NA,NA,NA,6/20/18
533,LV1 P2 QNA #3,LV1,2,NA,8/5/18,3,NA,NA,NA,0,6/20/18
534,LV1 P2 QNA #3,LV1,2,NA,8/27/18,3,NA,NA,NA,0,6/20/18
535,LV1 P2 QNA #3-2,LV1,2,NA,7/1/18,2-Mar,NA,NA,NA,0,6/20/18
479,LV1 P2 QNA #19,LV1,2,NA,8/5/18,19,0.8,0,0,1,6/20/18
629,LV2 P1 QNA #55,LV2,1,NA,8/5/18,55,NA,NA,NA,1,5/29/18
1067,LV3 P1 QNA #86,LV3,1,NA,8/5/18,86,NA,NA,NA,1,5/17/18
539,LV1 P2 QNA #3-2,LV1,2,NA,8/5/18,2-Mar,NA,0,0,0,6/20/18
540,LV1 P2 QNA #3-2,LV1,2,NA,8/27/18,2-Mar,NA,NA,NA,0,6/20/18
541,LV1 P2 QNA #6,LV1,2,NA,7/1/18,6,NA,NA,NA,0,6/20/18
542,LV1 P2 QNA #6,LV1,2,NA,7/10/18,6,NA,NA,NA,NA,6/20/18
543,LV1 P2 QNA #6,LV1,2,NA,7/18/18,6,NA,NA,NA,0,6/20/18
544,LV1 P2 QNA #6,LV1,2,NA,7/27/18,6,NA,NA,NA,NA,6/20/18
545,LV1 P2 QNA #6,LV1,2,NA,8/5/18,6,NA,NA,NA,0,6/20/18
546,LV1 P2 QNA #6,LV1,2,NA,8/27/18,6,NA,NA,NA,0,6/20/18
547,LV1 P2 QNA #6-1,LV1,2,NA,7/1/18,1-Jun,NA,NA,NA,0,6/20/18
548,LV1 P2 QNA #6-1,LV1,2,NA,7/10/18,1-Jun,NA,NA,NA,NA,6/20/18
549,LV1 P2 QNA #6-1,LV1,2,NA,7/18/18,1-Jun,NA,NA,NA,0,6/20/18
550,LV1 P2 QNA #6-1,LV1,2,NA,7/27/18,1-Jun,NA,NA,NA,NA,6/20/18
551,LV1 P2 QNA #6-1,LV1,2,NA,8/5/18,1-Jun,NA,NA,NA,0,6/20/18
552,LV1 P2 QNA #6-1,LV1,2,NA,8/27/18,1-Jun,NA,NA,NA,0,6/20/18
553,LV1 P2 QNA #6-3,LV1,2,NA,7/1/18,3-Jun,NA,NA,NA,0,6/20/18
554,LV1 P2 QNA #6-3,LV1,2,NA,7/10/18,3-Jun,NA,NA,NA,NA,6/20/18
555,LV1 P2 QNA #6-3,LV1,2,NA,7/18/18,3-Jun,NA,NA,NA,0,6/20/18
556,LV1 P2 QNA #6-3,LV1,2,NA,7/27/18,3-Jun,NA,NA,NA,NA,6/20/18
557,LV1 P2 QNA #6-3,LV1,2,NA,8/5/18,3-Jun,NA,NA,NA,0,6/20/18
558,LV1 P2 QNA #6-3,LV1,2,NA,8/27/18,3-Jun,NA,NA,NA,0,6/20/18
559,LV1 P2 QNA #7-2,LV1,2,NA,7/1/18,2-Jul,NA,NA,NA,0,6/20/18
560,LV1 P2 QNA #7-2,LV1,2,NA,7/10/18,2-Jul,NA,NA,NA,NA,6/20/18
561,LV1 P2 QNA #7-2,LV1,2,NA,7/18/18,2-Jul,NA,NA,NA,0,6/20/18
562,LV1 P2 QNA #7-2,LV1,2,NA,7/27/18,2-Jul,NA,NA,NA,NA,6/20/18
563,LV1 P2 QNA #7-2,LV1,2,NA,8/5/18,2-Jul,NA,NA,NA,0,6/20/18
564,LV1 P2 QNA #7-2,LV1,2,NA,8/27/18,2-Jul,NA,NA,NA,0,6/20/18
565,LV1 P2 QNA #9-2,LV1,2,NA,7/1/18,2-Sep,NA,NA,NA,0,6/20/18
566,LV1 P2 QNA #9-2,LV1,2,NA,7/10/18,2-Sep,NA,NA,NA,NA,6/20/18
567,LV1 P2 QNA #9-2,LV1,2,NA,7/18/18,2-Sep,NA,NA,NA,0,6/20/18
568,LV1 P2 QNA #9-2,LV1,2,NA,7/27/18,2-Sep,NA,NA,NA,NA,6/20/18
569,LV1 P2 QNA #9-2,LV1,2,NA,8/5/18,2-Sep,NA,NA,NA,0,6/20/18
570,LV1 P2 QNA #9-2,LV1,2,NA,8/27/18,2-Sep,NA,NA,NA,0,6/20/18
571,LV1 P2 QNA #9-4,LV1,2,NA,7/1/18,4-Sep,NA,NA,NA,0,6/20/18
572,LV1 P2 QNA #9-4,LV1,2,NA,7/10/18,4-Sep,11,1,NA,0,6/20/18
573,LV1 P2 QNA #9-4,LV1,2,NA,7/18/18,4-Sep,5,4,5,0,6/20/18
574,LV1 P2 QNA #9-4,LV1,2,NA,7/27/18,4-Sep,NA,NA,3,NA,6/20/18
575,LV1 P2 QNA #9-4,LV1,2,NA,8/5/18,4-Sep,0,0,3,0,6/20/18
576,LV1 P2 QNA #9-4,LV1,2,NA,8/27/18,4-Sep,NA,NA,NA,0,6/20/18
577,LV1 P2 QNA #9-9,LV1,2,NA,7/1/18,9-Sep,NA,NA,NA,NA,6/20/18
578,LV1 P2 QNA #9-9,LV1,2,NA,7/10/18,9-Sep,11,1,NA,0,6/20/18
579,LV1 P2 QNA #9-9,LV1,2,NA,7/18/18,9-Sep,NA,NA,NA,NA,6/20/18
580,LV1 P2 QNA #9-9,LV1,2,NA,7/27/18,9-Sep,NA,NA,NA,NA,6/20/18
581,LV1 P2 QNA #9-9,LV1,2,NA,8/5/18,9-Sep,NA,NA,NA,NA,6/20/18
582,LV1 P2 QNA #9-9,LV1,2,NA,8/27/18,9-Sep,NA,NA,NA,NA,6/20/18
583,LV1 P2 QNA #91,LV1,2,NA,7/1/18,91,NA,NA,NA,NA,6/20/18
584,LV1 P2 QNA #91,LV1,2,NA,7/10/18,91,NA,NA,NA,0,6/20/18
585,LV1 P2 QNA #91,LV1,2,NA,7/18/18,91,NA,NA,NA,NA,6/20/18
586,LV1 P2 QNA #91,LV1,2,NA,7/27/18,91,NA,NA,NA,NA,6/20/18
587,LV1 P2 QNA #91,LV1,2,NA,8/5/18,91,NA,NA,NA,NA,6/20/18
588,LV1 P2 QNA #91,LV1,2,NA,8/27/18,91,NA,NA,NA,NA,6/20/18
589,LV2 P1 QNA #1-4,LV2,1,NA,7/1/18,4-Jan,NA,NA,NA,0,5/29/18
1109,LV3 P1 QNA #93,LV3,1,NA,8/5/18,93,NA,NA,NA,1,5/17/18
591,LV2 P1 QNA #1-4,LV2,1,NA,7/18/18,4-Jan,NA,NA,NA,0,5/29/18
592,LV2 P1 QNA #1-4,LV2,1,NA,7/27/18,4-Jan,NA,NA,NA,NA,5/29/18
593,LV2 P1 QNA #1-4,LV2,1,NA,8/5/18,4-Jan,NA,NA,NA,0,5/29/18
1229,LV3 P1.5 QNA #64,LV3,1.5,NA,8/5/18,64,NA,NA,NA,1,5/3/18
595,LV2 P1 QNA #2-2,LV2,1,NA,7/1/18,2-Feb,NA,NA,NA,0,5/29/18
1235,LV3 P1.5 QNA #65,LV3,1.5,NA,8/5/18,65,NA,NA,NA,1,5/3/18
597,LV2 P1 QNA #2-2,LV2,1,NA,7/18/18,2-Feb,NA,NA,NA,0,5/29/18
598,LV2 P1 QNA #2-2,LV2,1,NA,7/27/18,2-Feb,NA,NA,NA,NA,5/29/18
599,LV2 P1 QNA #2-2,LV2,1,NA,8/5/18,2-Feb,NA,NA,NA,0,5/29/18
600,LV2 P1 QNA #2-2,LV2,1,NA,8/27/18,2-Feb,NA,NA,NA,0,5/29/18
601,LV2 P1 QNA #51,LV2,1,NA,7/1/18,51,NA,NA,NA,0,5/29/18
602,LV2 P1 QNA #51,LV2,1,NA,7/10/18,51,NA,NA,NA,0,5/29/18
603,LV2 P1 QNA #51,LV2,1,NA,7/18/18,51,7,1,0,0,5/29/18
604,LV2 P1 QNA #51,LV2,1,NA,7/27/18,51,NA,NA,6,NA,5/29/18
605,LV2 P1 QNA #51,LV2,1,NA,8/5/18,51,5,0,7,0,5/29/18
1277,LV3 P1.5 QNA #72,LV3,1.5,NA,8/5/18,72,NA,NA,NA,1,5/3/18
607,LV2 P1 QNA #52,LV2,1,NA,7/1/18,52,NA,NA,NA,0,5/29/18
608,LV2 P1 QNA #52,LV2,1,NA,7/10/18,52,NA,NA,NA,0,5/29/18
609,LV2 P1 QNA #52,LV2,1,NA,7/18/18,52,NA,NA,NA,0,5/29/18
610,LV2 P1 QNA #52,LV2,1,NA,7/27/18,52,NA,NA,NA,NA,5/29/18
611,LV2 P1 QNA #52,LV2,1,NA,8/5/18,52,NA,NA,NA,0,5/29/18
1283,LV3 P1.5 QNA #73,LV3,1.5,NA,8/5/18,73,NA,NA,NA,1,5/3/18
613,LV2 P1 QNA #53,LV2,1,NA,7/1/18,53,NA,NA,NA,0,5/29/18
614,LV2 P1 QNA #53,LV2,1,NA,7/10/18,53,5,2,NA,0,5/29/18
615,LV2 P1 QNA #53,LV2,1,NA,7/18/18,53,5,2,4,0,5/29/18
616,LV2 P1 QNA #53,LV2,1,NA,7/27/18,53,NA,NA,8,NA,5/29/18
617,LV2 P1 QNA #53,LV2,1,NA,8/5/18,53,0,0,8,0,5/29/18
618,LV2 P1 QNA #53,LV2,1,NA,8/27/18,53,NA,NA,NA,0,5/29/18
619,LV2 P1 QNA #54,LV2,1,NA,7/1/18,54,NA,NA,NA,0,5/29/18
620,LV2 P1 QNA #54,LV2,1,NA,7/10/18,54,1,8,6,0,5/29/18
621,LV2 P1 QNA #54,LV2,1,NA,7/18/18,54,4,2,10,0,5/29/18
622,LV2 P1 QNA #54,LV2,1,NA,7/27/18,54,NA,NA,50,NA,5/29/18
623,LV2 P1 QNA #54,LV2,1,NA,8/5/18,54,3,2,15,0,5/29/18
624,LV2 P1 QNA #54,LV2,1,NA,8/27/18,54,NA,NA,NA,0,5/29/18
625,LV2 P1 QNA #55,LV2,1,NA,7/1/18,55,NA,NA,NA,0,5/29/18
626,LV2 P1 QNA #55,LV2,1,NA,7/10/18,55,NA,NA,NA,0,5/29/18
627,LV2 P1 QNA #55,LV2,1,NA,7/18/18,55,NA,NA,NA,0,5/29/18
628,LV2 P1 QNA #55,LV2,1,NA,7/27/18,55,NA,NA,NA,NA,5/29/18
1289,LV3 P1.5 QNA #74,LV3,1.5,NA,8/5/18,74,NA,NA,NA,1,5/3/18
630,LV2 P1 QNA #55,LV2,1,NA,8/27/18,55,NA,NA,NA,0,5/29/18
631,LV2 P1 QNA #56,LV2,1,NA,7/1/18,56,NA,NA,NA,0,5/29/18
632,LV2 P1 QNA #56,LV2,1,NA,7/10/18,56,5,6,NA,0,5/29/18
633,LV2 P1 QNA #56,LV2,1,NA,7/18/18,56,7,2,6,0,5/29/18
634,LV2 P1 QNA #56,LV2,1,NA,7/27/18,56,NA,NA,NA,NA,5/29/18
635,LV2 P1 QNA #56,LV2,1,NA,8/5/18,56,0,0,10,0,5/29/18
636,LV2 P1 QNA #56,LV2,1,NA,8/27/18,56,NA,NA,NA,0,5/29/18
637,LV2 P1 QNA #57,LV2,1,NA,7/1/18,57,NA,NA,NA,0,5/29/18
638,LV2 P1 QNA #57,LV2,1,NA,7/10/18,57,NA,NA,NA,0,5/29/18
639,LV2 P1 QNA #57,LV2,1,NA,7/18/18,57,NA,NA,NA,0,5/29/18
640,LV2 P1 QNA #57,LV2,1,NA,7/27/18,57,NA,NA,NA,NA,5/29/18
641,LV2 P1 QNA #57,LV2,1,NA,8/5/18,57,NA,NA,NA,0,5/29/18
642,LV2 P1 QNA #57,LV2,1,NA,8/27/18,57,NA,NA,NA,0,5/29/18
643,LV2 P1 QNA #58,LV2,1,NA,7/1/18,58,NA,NA,NA,0,5/29/18
644,LV2 P1 QNA #58,LV2,1,NA,7/10/18,58,NA,NA,NA,0,5/29/18
645,LV2 P1 QNA #58,LV2,1,NA,7/18/18,58,NA,NA,NA,0,5/29/18
1295,LV3 P1.5 QNA #75,LV3,1.5,NA,8/5/18,75,NA,NA,NA,1,5/3/18
647,LV2 P1 QNA #58,LV2,1,NA,8/5/18,58,NA,NA,NA,0,5/29/18
1379,LVTR1 PNA QNA #38,LVTR1,NA,NA,8/5/18,38,NA,NA,NA,1,6/1/18
649,LV2 P1 QNA #59,LV2,1,NA,7/1/18,59,NA,NA,NA,0,5/29/18
650,LV2 P1 QNA #59,LV2,1,NA,7/10/18,59,NA,NA,NA,0,5/29/18
651,LV2 P1 QNA #59,LV2,1,NA,7/18/18,59,NA,NA,NA,0,5/29/18
652,LV2 P1 QNA #59,LV2,1,NA,7/27/18,59,NA,NA,NA,NA,5/29/18
653,LV2 P1 QNA #59,LV2,1,NA,8/5/18,59,NA,NA,NA,0,5/29/18
654,LV2 P1 QNA #59,LV2,1,NA,8/27/18,59,NA,NA,NA,0,5/29/18
655,LV2 P1 QNA #60,LV2,1,NA,7/1/18,60,NA,NA,NA,0,5/29/18
656,LV2 P1 QNA #60,LV2,1,NA,7/10/18,60,5,3,NA,0,5/29/18
657,LV2 P1 QNA #60,LV2,1,NA,7/18/18,60,NA,NA,NA,0,5/29/18
658,LV2 P1 QNA #60,LV2,1,NA,7/27/18,60,NA,NA,NA,NA,5/29/18
659,LV2 P1 QNA #60,LV2,1,NA,8/5/18,60,NA,NA,NA,0,5/29/18
660,LV2 P1 QNA #60,LV2,1,NA,8/27/18,60,NA,NA,NA,0,5/29/18
661,LV2 P1 QNA #61,LV2,1,NA,7/1/18,61,NA,NA,NA,0,5/29/18
662,LV2 P1 QNA #61,LV2,1,NA,7/10/18,61,6,4,NA,0,5/29/18
663,LV2 P1 QNA #61,LV2,1,NA,7/18/18,61,3,1,4,0,5/29/18
664,LV2 P1 QNA #61,LV2,1,NA,7/27/18,61,NA,NA,2,NA,5/29/18
665,LV2 P1 QNA #61,LV2,1,NA,8/5/18,61,0,0,3,0,5/29/18
666,LV2 P1 QNA #61,LV2,1,NA,8/27/18,61,NA,NA,NA,0,5/29/18
667,LV2 P1 QNA #62,LV2,1,NA,7/1/18,62,NA,NA,NA,0,5/29/18
668,LV2 P1 QNA #62,LV2,1,NA,7/10/18,62,6,NA,NA,0,5/29/18
669,LV2 P1 QNA #62,LV2,1,NA,7/18/18,62,4,2,3,0,5/29/18
670,LV2 P1 QNA #62,LV2,1,NA,7/27/18,62,NA,NA,4,NA,5/29/18
671,LV2 P1 QNA #62,LV2,1,NA,8/5/18,62,0,0,4,0,5/29/18
1631,LVTR2.5 PNA QNA #28,LVTR2.5,NA,NA,8/5/18,28,NA,NA,NA,1,NA
673,LV2 P1 QNA #63,LV2,1,NA,7/1/18,63,NA,NA,NA,0,5/29/18
674,LV2 P1 QNA #63,LV2,1,NA,7/10/18,63,3,NA,NA,0,5/29/18
675,LV2 P1 QNA #63,LV2,1,NA,7/18/18,63,4,NA,NA,0,5/29/18
1709,LVTR2.5 PNA QNA #40,LVTR2.5,NA,NA,8/5/18,40,NA,NA,NA,1,NA
677,LV2 P1 QNA #63,LV2,1,NA,8/5/18,63,2,1,1,0,5/29/18
60,LV1 P1 QNA #19-1-4,LV1,1,NA,8/27/18,19-1-4,NA,NA,NA,1,6/20/18
679,LV2 P1 QNA #64,LV2,1,NA,7/1/18,64,NA,NA,NA,0,5/29/18
680,LV2 P1 QNA #64,LV2,1,NA,7/10/18,64,8,6,NA,0,5/29/18
681,LV2 P1 QNA #64,LV2,1,NA,7/18/18,64,4,4,7,0,5/29/18
682,LV2 P1 QNA #64,LV2,1,NA,7/27/18,64,NA,NA,4,NA,5/29/18
683,LV2 P1 QNA #64,LV2,1,NA,8/5/18,64,0,0,6,0,5/29/18
684,LV2 P1 QNA #64,LV2,1,NA,8/27/18,64,NA,NA,NA,0,5/29/18
685,LV2 P1 QNA #65,LV2,1,NA,7/1/18,65,NA,NA,NA,0,5/29/18
686,LV2 P1 QNA #65,LV2,1,NA,7/10/18,65,26,43,12,0,5/29/18
687,LV2 P1 QNA #65,LV2,1,NA,7/18/18,65,12,11,35,0,5/29/18
688,LV2 P1 QNA #65,LV2,1,NA,7/27/18,65,NA,NA,35,NA,5/29/18
689,LV2 P1 QNA #65,LV2,1,NA,8/5/18,65,0,0,41,0,5/29/18
690,LV2 P1 QNA #65,LV2,1,NA,8/27/18,65,NA,NA,NA,0,5/29/18
691,LV2 P1 QNA #66,LV2,1,NA,7/1/18,66,NA,NA,NA,0,5/29/18
692,LV2 P1 QNA #66,LV2,1,NA,7/10/18,66,NA,NA,NA,0,5/29/18
693,LV2 P1 QNA #66,LV2,1,NA,7/18/18,66,NA,NA,NA,0,5/29/18
694,LV2 P1 QNA #66,LV2,1,NA,7/27/18,66,NA,NA,NA,NA,5/29/18
695,LV2 P1 QNA #66,LV2,1,NA,8/5/18,66,NA,NA,NA,0,5/29/18
126,LV1 P1 QNA #23-3,LV1,1,NA,8/27/18,23-3,NA,NA,NA,1,6/20/18
697,LV2 P1 QNA #67,LV2,1,NA,7/1/18,67,NA,NA,NA,0,5/29/18
698,LV2 P1 QNA #67,LV2,1,NA,7/10/18,67,7,6,1,0,5/29/18
699,LV2 P1 QNA #67,LV2,1,NA,7/18/18,67,3,2,7,0,5/29/18
700,LV2 P1 QNA #67,LV2,1,NA,7/27/18,67,NA,NA,7,NA,5/29/18
701,LV2 P1 QNA #67,LV2,1,NA,8/5/18,67,0,0,7,0,5/29/18
702,LV2 P1 QNA #67,LV2,1,NA,8/27/18,67,NA,NA,NA,0,5/29/18
703,LV2 P1 QNA #68,LV2,1,NA,7/1/18,68,NA,NA,NA,0,5/29/18
704,LV2 P1 QNA #68,LV2,1,NA,7/10/18,68,9,7,2,0,5/29/18
705,LV2 P1 QNA #68,LV2,1,NA,7/18/18,68,3,0,10,0,5/29/18
706,LV2 P1 QNA #68,LV2,1,NA,7/27/18,68,NA,NA,NA,NA,5/29/18
707,LV2 P1 QNA #68,LV2,1,NA,8/5/18,68,0,0,8,0,5/29/18
708,LV2 P1 QNA #68,LV2,1,NA,8/27/18,68,NA,NA,NA,0,5/29/18
709,LV2 P1 QNA #69,LV2,1,NA,7/1/18,69,NA,NA,NA,0,5/29/18
710,LV2 P1 QNA #69,LV2,1,NA,7/10/18,69,7,8,1,0,5/29/18
711,LV2 P1 QNA #69,LV2,1,NA,7/18/18,69,4,1,7,0,5/29/18
712,LV2 P1 QNA #69,LV2,1,NA,7/27/18,69,NA,NA,6,NA,5/29/18
713,LV2 P1 QNA #69,LV2,1,NA,8/5/18,69,0,0,7,0,5/29/18
714,LV2 P1 QNA #69,LV2,1,NA,8/27/18,69,NA,NA,NA,0,5/29/18
715,LV2 P1 QNA #70,LV2,1,NA,7/1/18,70,NA,NA,NA,0,5/29/18
716,LV2 P1 QNA #70,LV2,1,NA,7/10/18,70,7,6,1,0,5/29/18
717,LV2 P1 QNA #70,LV2,1,NA,7/18/18,70,4,3,9,0,5/29/18
718,LV2 P1 QNA #70,LV2,1,NA,7/27/18,70,NA,NA,8,NA,5/29/18
719,LV2 P1 QNA #70,LV2,1,NA,8/5/18,70,0,0,8,0,5/29/18
720,LV2 P1 QNA #70,LV2,1,NA,8/27/18,70,NA,NA,NA,0,5/29/18
721,LV2 P1 QNA #71,LV2,1,NA,7/1/18,71,NA,NA,NA,0,5/29/18
722,LV2 P1 QNA #71,LV2,1,NA,7/10/18,71,0,5,2,0,5/29/18
612,LV2 P1 QNA #52,LV2,1,NA,8/27/18,52,NA,NA,NA,1,5/29/18
724,LV2 P1 QNA #71,LV2,1,NA,7/27/18,71,NA,NA,5,NA,5/29/18
725,LV2 P1 QNA #71,LV2,1,NA,8/5/18,71,0,0,5,0,5/29/18
726,LV2 P1 QNA #71,LV2,1,NA,8/27/18,71,NA,NA,NA,0,5/29/18
727,LV2 P1 QNA #72,LV2,1,NA,7/1/18,72,NA,NA,NA,0,5/29/18
728,LV2 P1 QNA #72,LV2,1,NA,7/10/18,72,7,8,2,0,5/29/18
729,LV2 P1 QNA #72,LV2,1,NA,7/18/18,72,0,0,9,0,5/29/18
730,LV2 P1 QNA #72,LV2,1,NA,7/27/18,72,NA,NA,8,NA,5/29/18
731,LV2 P1 QNA #72,LV2,1,NA,8/5/18,72,0,0,8,0,5/29/18
732,LV2 P1 QNA #72,LV2,1,NA,8/27/18,72,NA,NA,NA,0,5/29/18
733,LV2 P1 QNA #73,LV2,1,NA,7/1/18,73,NA,NA,NA,0,5/29/18
734,LV2 P1 QNA #73,LV2,1,NA,7/10/18,73,6,7,2,0,5/29/18
735,LV2 P1 QNA #73,LV2,1,NA,7/18/18,73,6,0,7,0,5/29/18
736,LV2 P1 QNA #73,LV2,1,NA,7/27/18,73,NA,NA,2,NA,5/29/18
737,LV2 P1 QNA #73,LV2,1,NA,8/5/18,73,0,0,4,0,5/29/18
738,LV2 P1 QNA #73,LV2,1,NA,8/27/18,73,NA,NA,NA,0,5/29/18
739,LV2 P1 QNA #74,LV2,1,NA,7/1/18,74,NA,NA,NA,0,5/29/18
648,LV2 P1 QNA #58,LV2,1,NA,8/27/18,58,NA,NA,NA,1,5/29/18
696,LV2 P1 QNA #66,LV2,1,NA,8/27/18,66,NA,NA,NA,1,5/29/18
742,LV2 P1 QNA #74,LV2,1,NA,7/27/18,74,NA,NA,1,NA,5/29/18
743,LV2 P1 QNA #74,LV2,1,NA,8/5/18,74,0,0,1,0,5/29/18
744,LV2 P1 QNA #74,LV2,1,NA,8/27/18,74,NA,NA,NA,0,5/29/18
745,LV2 P1 QNA #75,LV2,1,NA,7/1/18,75,NA,NA,NA,0,5/29/18
746,LV2 P1 QNA #75,LV2,1,NA,7/10/18,75,6,8,3,0,5/29/18
747,LV2 P1 QNA #75,LV2,1,NA,7/18/18,75,3,0,6,0,5/29/18
748,LV2 P1 QNA #75,LV2,1,NA,7/27/18,75,NA,NA,5,NA,5/29/18
749,LV2 P1 QNA #75,LV2,1,NA,8/5/18,75,0,0,6,0,5/29/18
750,LV2 P1 QNA #75,LV2,1,NA,8/27/18,75,NA,NA,NA,0,5/29/18
751,LV2 P2 QNA #12,LV2,2,NA,7/1/18,12,NA,NA,NA,0,5/21/18
752,LV2 P2 QNA #12,LV2,2,NA,7/10/18,12,NA,NA,NA,NA,5/21/18
753,LV2 P2 QNA #12,LV2,2,NA,7/18/18,12,NA,NA,NA,0,5/21/18
754,LV2 P2 QNA #12,LV2,2,NA,7/27/18,12,NA,NA,NA,NA,5/21/18
755,LV2 P2 QNA #12,LV2,2,NA,8/5/18,12,NA,NA,NA,0,5/21/18
756,LV2 P2 QNA #12,LV2,2,NA,8/27/18,12,NA,NA,NA,0,5/21/18
757,LV2 P2 QNA #14,LV2,2,NA,7/1/18,14,NA,NA,NA,0,5/21/18
1044,LV3 P1 QNA #82,LV3,1,NA,8/27/18,82,NA,NA,NA,1,5/17/18
759,LV2 P2 QNA #14,LV2,2,NA,7/18/18,14,5,2,14,0,5/21/18
760,LV2 P2 QNA #14,LV2,2,NA,7/27/18,14,NA,NA,4,NA,5/21/18
761,LV2 P2 QNA #14,LV2,2,NA,8/5/18,14,0,0,10,0,5/21/18
762,LV2 P2 QNA #14,LV2,2,NA,8/27/18,14,NA,NA,NA,0,5/21/18
763,LV2 P2 QNA #15,LV2,2,NA,7/1/18,15,15,12,NA,0,5/21/18
1110,LV3 P1 QNA #93,LV3,1,NA,8/27/18,93,NA,NA,NA,1,5/17/18
765,LV2 P2 QNA #15,LV2,2,NA,7/18/18,15,NA,NA,NA,0,5/21/18
766,LV2 P2 QNA #15,LV2,2,NA,7/27/18,15,NA,NA,NA,NA,5/21/18
767,LV2 P2 QNA #15,LV2,2,NA,8/5/18,15,NA,NA,NA,0,5/21/18
768,LV2 P2 QNA #15,LV2,2,NA,8/27/18,15,NA,NA,NA,0,5/21/18
769,LV2 P2 QNA #16,LV2,2,NA,7/1/18,16,10,7,NA,0,5/21/18
1140,LV3 P1 QNA #98,LV3,1,NA,8/27/18,98,NA,NA,NA,1,5/17/18
1170,LV3 P1.5 QNA #54,LV3,1.5,NA,8/27/18,54,NA,NA,NA,1,5/3/18
772,LV2 P2 QNA #16,LV2,2,NA,7/27/18,16,NA,NA,3,NA,5/21/18
773,LV2 P2 QNA #16,LV2,2,NA,8/5/18,16,0,0,10,0,5/21/18
774,LV2 P2 QNA #16,LV2,2,NA,8/27/18,16,NA,NA,NA,0,5/21/18
775,LV2 P2 QNA #17,LV2,2,NA,7/1/18,17,9,4,NA,0,5/21/18
776,LV2 P2 QNA #17,LV2,2,NA,7/10/18,17,NA,NA,NA,0,5/21/18
777,LV2 P2 QNA #17,LV2,2,NA,7/18/18,17,NA,NA,NA,0,5/21/18
778,LV2 P2 QNA #17,LV2,2,NA,7/27/18,17,NA,NA,NA,NA,5/21/18
779,LV2 P2 QNA #17,LV2,2,NA,8/5/18,17,NA,NA,NA,0,5/21/18
780,LV2 P2 QNA #17,LV2,2,NA,8/27/18,17,NA,NA,NA,0,5/21/18
781,LV2 P2 QNA #21,LV2,2,NA,7/1/18,21,NA,NA,NA,NA,5/21/18
782,LV2 P2 QNA #21,LV2,2,NA,7/10/18,21,NA,NA,NA,0,5/21/18
783,LV2 P2 QNA #21,LV2,2,NA,7/18/18,21,NA,NA,NA,NA,5/21/18
784,LV2 P2 QNA #21,LV2,2,NA,7/27/18,21,NA,NA,NA,NA,5/21/18
785,LV2 P2 QNA #21,LV2,2,NA,8/5/18,21,NA,NA,NA,NA,5/21/18
786,LV2 P2 QNA #21,LV2,2,NA,8/27/18,21,NA,NA,NA,NA,5/21/18
787,LV2 P2 QNA #23-1,LV2,2,NA,7/1/18,23-1,13,1,NA,0,5/21/18
788,LV2 P2 QNA #23-1,LV2,2,NA,7/10/18,23-1,6,4,5,0,5/21/18
789,LV2 P2 QNA #23-1,LV2,2,NA,7/18/18,23-1,3,3,6,0,5/21/18
790,LV2 P2 QNA #23-1,LV2,2,NA,7/27/18,23-1,NA,NA,NA,NA,5/21/18
791,LV2 P2 QNA #23-1,LV2,2,NA,8/5/18,23-1,0,0,7,0,5/21/18
792,LV2 P2 QNA #23-1,LV2,2,NA,8/27/18,23-1,NA,NA,NA,0,5/21/18
793,LV2 P2 QNA #24,LV2,2,NA,7/1/18,24,7,NA,NA,0,5/21/18
794,LV2 P2 QNA #24,LV2,2,NA,7/10/18,24,13,8,2,0,5/21/18
795,LV2 P2 QNA #24,LV2,2,NA,7/18/18,24,14,5,4,0,5/21/18
796,LV2 P2 QNA #24,LV2,2,NA,7/27/18,24,NA,NA,NA,NA,5/21/18
797,LV2 P2 QNA #24,LV2,2,NA,8/5/18,24,NA,NA,NA,0,5/21/18
798,LV2 P2 QNA #24,LV2,2,NA,8/27/18,24,NA,NA,NA,0,5/21/18
799,LV2 P2 QNA #25,LV2,2,NA,7/1/18,25,NA,NA,NA,NA,5/21/18
800,LV2 P2 QNA #25,LV2,2,NA,7/10/18,25,6,1,NA,0,5/21/18
801,LV2 P2 QNA #25,LV2,2,NA,7/18/18,25,NA,NA,NA,NA,5/21/18
802,LV2 P2 QNA #25,LV2,2,NA,7/27/18,25,NA,NA,NA,NA,5/21/18
803,LV2 P2 QNA #25,LV2,2,NA,8/5/18,25,NA,NA,NA,NA,5/21/18
804,LV2 P2 QNA #25,LV2,2,NA,8/27/18,25,NA,NA,NA,NA,5/21/18
805,LV2 P2 QNA #26,LV2,2,NA,7/1/18,26,25,5,NA,0,5/21/18
806,LV2 P2 QNA #26,LV2,2,NA,7/10/18,26,NA,NA,NA,NA,5/21/18
807,LV2 P2 QNA #26,LV2,2,NA,7/18/18,26,NA,NA,NA,0,5/21/18
