site,plot,quad,ind,uniqueID,itero.per,emerg.date,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018
LV1,2,NA,3-Oct,LV1 P2 QNA #10-3,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,4-Oct,LV1 P2 QNA #10-4,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,5-Oct,LV1 P2 QNA #10-5,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,6-Oct,LV1 P2 QNA #10-6,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,7-Oct,LV1 P2 QNA #10-7,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,12.8,1,NA,4,4,9,NA,NA,NA,0,NA,8/5/18,P,2.05,14.7,1,NA,0,0,5,6.2,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,8-Oct,LV1 P2 QNA #10-8,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,11.1,1,NA,4,1,7,NA,NA,NA,0,NA,8/5/18,P,1.44,11,1,NA,0,0,3,6.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,9-Oct,LV1 P2 QNA #10-9,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,10.5,1,NA,7,1,6,NA,NA,NA,0,NA,8/5/18,P,1.74,11.3,1,NA,0,0,4,6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,11,LV1 P2 QNA #11,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,12,LV1 P2 QNA #12,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Dec,LV1 P2 QNA #12-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,12/1/01,LV1 P2 QNA #12-1-1,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,12.3,1,NA,5,5,5,NA,NA,0,"can't find 9-9 between 12-3 and 15-1. or last time, missed 12-3 or thought it was 9-9?",8/5/18,P,1.91,13.1,1,NA,0,0,5,6.2,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,12/1/02,LV1 P2 QNA #12-1-2,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,13.7,1,NA,5,4,10,NA,NA,0,NA,8/5/18,P?,1.89,5.3,2,NA,0,0,0,NA,herb 2b (1) AM,2,NA,8/27/18,V,6.1,3,0.6,NA,NA,NA,NA,"herb 2b (1), 1 VB",2,NA
LV1,2,NA,12/1/03,LV1 P2 QNA #12-1-3,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,9.6,1,NA,4,3,5,NA,NA,0,NA,8/5/18,P,1.46,11.2,1,NA,0,0,3,4.9,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,12/1/04,LV1 P2 QNA #12-1-4,N,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,10.7,1,NA,4,3,6,NA,NA,0,NA,8/5/18,P,0.88,9.7,1,NA,0,0,3,5.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Dec,LV1 P2 QNA #12-2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,3-Dec,LV1 P2 QNA #12-3,Y,2017,6/30/18,B,NA,3.4,1,NA,6,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,14,1,NA,5,6,6,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,4-Dec,LV1 P2 QNA #12-4,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,13,LV1 P2 QNA #13,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,14,LV1 P2 QNA #14,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,15,LV1 P2 QNA #15,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,15-1,LV1 P2 QNA #15-1,Y,2017,6/30/18,V,NA,2.5,1,1.3,NA,NA,NA,NA,0,NA,NA,2.9,7/18/18,V,NA,4.4,1,1.5,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.93,5.3,1,1.7,NA,NA,NA,NA,NA,0,NA,8/27/18,V,7,1,1.8,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,15-2,LV1 P2 QNA #15-2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,16,LV1 P2 QNA #16,Y,2017,6/30/18,V,NA,1.6,1,0.9,NA,NA,NA,NA,0,NA,NA,1.7,7/18/18,V,NA,2.1,1,0.8,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.54,2.7,1,1.1,NA,NA,NA,NA,herb 1a,1,NA,8/27/18,V,3,1,11.4,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,16-1,LV1 P2 QNA #16-1,Y,2017,6/30/18,V,NA,0.7,1,0.6,NA,NA,NA,NA,0,NA,NA,1.3,7/18/18,V,NA,1.6,1,1.2,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.46,2.2,1,1,NA,NA,NA,NA,NA,0,NA,8/27/18,V,3.5,1,0.8,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,17,LV1 P2 QNA #17,Y,2017,6/30/18,V,NA,2,2,0.8,NA,NA,NA,NA,0,NA,NA,1.4,7/18/18,V,NA,2,3,1.1,NA,NA,NA,NA,"2 VB, 1 old (senesced)",0,NA,8/5/18,V,2.48,3.4,3,1.5,NA,NA,NA,NA,2 VB,0,NA,8/27/18,V,3.4,3,1.6,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,17-1,LV1 P2 QNA #17-1,N?,?,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,P,1.6,14.5,1,NA,0,0,6,6.1,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,18,LV1 P2 QNA #18,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,18-1,LV1 P2 QNA #18-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,18-2,LV1 P2 QNA #18-2,Y,2017,6/30/18,B,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,2.1,1,1.4,NA,NA,NA,NA,NA,0,NA,8/5/18,F,1.69,4,1,NA,0,1,0,NA,NA,0,NA,8/27/18,V,4,1,0.6,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,18-3,LV1 P2 QNA #18-3,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,19,LV1 P2 QNA #19,Y,2017,6/30/18,V,NA,NA,NA,NA,NA,NA,NA,NA,0,New Growth at Bottom of Stem,NA,1,7/18/18,V,NA,1.6,3,0.6,NA,NA,NA,NA,B->V->drying out. Only 1 leaf left,0,NA,8/5/18,V,NA,2.1,2.1,3,0.8,0,0,0,"herb 1a, 2 VB",1,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2,LV1 P2 QNA #2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Feb,LV1 P2 QNA #2-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Feb,LV1 P2 QNA #2-2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,3-Feb,LV1 P2 QNA #2-3,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,4-Feb,LV1 P2 QNA #2-4,Y?,??,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,P,2.05,13.3,2,NA,0,0,7,5.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,5-Feb,LV1 P2 QNA #2-5,Y?,??,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,F,3,5.5,2,NA,7,3,0,NA,herb 2b (1),2,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,20,LV1 P2 QNA #20,Y,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,19.1,3,NA,13,15,15,NA,NA,0,NA,8/5/18,P,2.64,6,4,NA,0,0,0,NA,"herb 1a, herb 2b (2)",1.5,NA,8/27/18,SX/X?,NA,NA,NA,NA,NA,NA,NA,"2b (2), check if flowered this year",2,NA
LV1,2,NA,21,LV1 P2 QNA #21,Y,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,16.3,1,NA,4,5,8,NA,NA,0,NA,8/5/18,P,2.55,17.4,1,NA,0,0,10,6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,22,LV1 P2 QNA #22,Y,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,4.3,1,NA,3,0,1,NA,"stunted, pod may abort",0,NA,8/5/18,P,2.05,5,1,NA,0,0,1,3.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,23,LV1 P2 QNA #23,Y,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,9.2,1,NA,6,3,4,NA,NA,0,NA,8/5/18,P,1.57,10.5,1,NA,0,0,5,5.2,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,24,LV1 P2 QNA #24,Y,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,14.6,1,NA,5,7,6,NA,NA,0,NA,8/5/18,P,2.02,15,1,NA,0,0,8,6.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,25,LV1 P2 QNA #25,Y,7/18/18,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,16,2,NA,10,9,10,NA,NA,0,NA,8/5/18,P,2.5,17.5,2,NA,0,0,11,6.5,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,3,LV1 P2 QNA #3,N,2017,6/30/18,Can't Find,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Mar,LV1 P2 QNA #3-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Mar,LV1 P2 QNA #3-2,Y,2017,6/30/18,V,NA,3.4,3,NA,NA,NA,NA,1.8,0,NA,1.7,NA,7/18/18,F,NA,8,2,NA,13,3,0,NA,"herb 2a - 2 branches broken, AM chopped",2,NA,8/5/18,P,2.42,NA,12,6,NA,0,0,8,4.2,0,herb 2b (1),8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,4,LV1 P2 QNA #4,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,5,LV1 P2 QNA #5,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,6,LV1 P2 QNA #6,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Jun,LV1 P2 QNA #6-1,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Jun,LV1 P2 QNA #6-2,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,3-Jun,LV1 P2 QNA #6-3,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,4-Jun,LV1 P2 QNA #6-4,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,5-Jun,LV1 P2 QNA #6-5,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,7,LV1 P2 QNA #7,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Jul,LV1 P2 QNA #7-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Jul,LV1 P2 QNA #7-2,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,8,LV1 P2 QNA #8,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,9,LV1 P2 QNA #9,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,1-Sep,LV1 P2 QNA #9-1,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,2-Sep,LV1 P2 QNA #9-2,N,2017,6/30/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,3-Sep,LV1 P2 QNA #9-3,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,4-Sep,LV1 P2 QNA #9-4,Y,2017,6/30/18,ALIVE 7/10/18,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,11.2,1,NA,5,4,5,NA,NA,0,NA,8/5/18,P,1.63,11.7,1,NA,0,0,3,6.1,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,5-Sep,LV1 P2 QNA #9-5,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV1,2,NA,6-Sep,LV1 P2 QNA #9-6,N,2017,6/30/18,D,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
LV2,1,NA,4-Jan,LV2 P1 QNA #1-4,Y?,2017,6/30/18,F,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"LV2 plot 1- Didn't Write down if ""D"" -> almost all dead! ",NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,F,12.5,8,NA,15,8,13,NA,herb 2b. GREW BACK!! Pictures,2,NA
LV2,1,NA,2-Feb,LV2 P1 QNA #2-2,Y,2017,6/30/18,F,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/5/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
