"","uniqueID","site","plot","quad","ind","year","elevation","date","jday","meltdate","jmeltdate","branchdamage","buds","canopywidth","flrs","fruits","height","herb","longestfruit","longestleaf","phen","stemdiam","totalbranch","herb1","herb2","anyherb","buds1"
"7283","LV2 P1 QNA #1-15","LV2","1","NA","1-15",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7284","LV2 P1 QNA #2","LV2","1","NA","2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7285","LV2 P1 QNA #2-1","LV2","1","NA","2-1",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7286","LV2 P1 QNA #2-1-1","LV2","1","NA","2-1-1",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7287","LV2 P1 QNA #2-1-2","LV2","1","NA","2-1-2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7288","LV2 P1 QNA #2-2","LV2","1","NA","2-2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7289","LV2 P1 QNA #3","LV2","1","NA","3",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7290","LV2 P1 QNA #3-1","LV2","1","NA","3-1",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7291","LV2 P1 QNA #3-2","LV2","1","NA","3-2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7292","LV2 P1 QNA #3-3","LV2","1","NA","3-3",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7293","LV2 P1 QNA #4","LV2","1","NA","4",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7294","LV2 P1 QNA #4-1","LV2","1","NA","4-1",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7295","LV2 P1 QNA #4-2","LV2","1","NA","4-2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7296","LV2 P1 QNA #4-3","LV2","1","NA","4-3",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7297","LV2 P1 QNA #4-4","LV2","1","NA","4-4",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7298","LV2 P1 QNA #4-5","LV2","1","NA","4-5",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7299","LV2 P1 QNA #4-6","LV2","1","NA","4-6",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7300","LV2 P1 QNA #4-7","LV2","1","NA","4-7",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7301","LV2 P1 QNA #4-8","LV2","1","NA","4-8",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7302","LV2 P1 QNA #8","LV2","1","NA","8",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7303","LV2 P1 QNA #8-1","LV2","1","NA","8-1",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7304","LV2 P1 QNA #8-2","LV2","1","NA","8-2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7305","LV2 P1 QNA #8-3","LV2","1","NA","8-3",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7306","LV2 P1 QNA #8-4","LV2","1","NA","8-4",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7307","LV2 P1 QNA #9-1","LV2","1","NA","9-1",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7308","LV2 P1 QNA #9-2","LV2","1","NA","9-2",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7309","LV2 P1 QNA #9-3","LV2","1","NA","9-3",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7310","LV2 P1 QNA #9-4","LV2","1","NA","9-4",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7311","LV2 P1 QNA #10","LV2","1","NA","10",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7312","LV2 P1 QNA #11","LV2","1","NA","11",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7313","LV2 P1 QNA #12","LV2","1","NA","12",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7314","LV2 P2 QNA #1","LV2","2","NA","1",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7315","LV2 P2 QNA #2","LV2","2","NA","2",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7316","LV2 P2 QNA #3","LV2","2","NA","3",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7317","LV2 P2 QNA #4","LV2","2","NA","4",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7318","LV2 P2 QNA #6","LV2","2","NA","6",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7319","LV2 P2 QNA #7","LV2","2","NA","7",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7320","LV2 P2 QNA #8","LV2","2","NA","8",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7321","LV2 P2 QNA #9","LV2","2","NA","9",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7322","LV2 P2 QNA #10","LV2","2","NA","10",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7323","LV2 P2 QNA #11","LV2","2","NA","11",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7324","LV2 P2 QNA #12","LV2","2","NA","12",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7325","LV2 P2 QNA #13","LV2","2","NA","13",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7326","LV2 P2 QNA #15","LV2","2","NA","15",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7327","LV2 P2 QNA #17","LV2","2","NA","17",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7328","LV2 P2 QNA #17-1","LV2","2","NA","17-1",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7329","LV2 P2 QNA #18","LV2","2","NA","18",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7330","LV2 P2 QNA #19","LV2","2","NA","19",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7331","LV2 P2 QNA #20","LV2","2","NA","20",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7332","LV2 P2 QNA #21","LV2","2","NA","21",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7333","LV2 P2 QNA #22","LV2","2","NA","22",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7334","LV2 P2 QNA #23","LV2","2","NA","23",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7335","LV2 P2 QNA #23-1","LV2","2","NA","23-1",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7336","LV2 P2 QNA #24","LV2","2","NA","24",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7337","LV2 P2 QNA #25","LV2","2","NA","25",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7338","LV2 P2 QNA #26-1","LV2","2","NA","26-1",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7339","LV2 P2 QNA #28","LV2","2","NA","28",2019,2500,2019-07-25,206,2019-06-26,177,"0",8,NA,NA,NA,"7.1","0",NA,NA,"B","1.33",1,0,0,0,NA
"7340","LV3 P1 Q0 #1","LV3","1","0","1",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7341","LV3 P1 Q0 #1-1","LV3","1","0","1-1",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7342","LV3 P1 Q0 #1-2","LV3","1","0","1-2",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7343","LV3 P1 Q0 #1-3","LV3","1","0","1-3",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7344","LV3 P1 Q0 #1-4","LV3","1","0","1-4",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7345","LV3 P1 Q0 #2","LV3","1","0","2",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7346","LV3 P1 Q1.5 #NA","LV3","1","1.5","NA",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7347","LV3 P1 Q2 #NA","LV3","1","2","NA",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7348","LV3 P1 Q2.5 #2-2","LV3","1","2.5","2-2",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7349","LV3 P1 Q2.5 #2-3","LV3","1","2.5","2-3",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7350","LV3 P1 Q3 #2-4","LV3","1","3","2-4",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7351","LV3 P1 Q3 #2-5","LV3","1","3","2-5",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7352","LV3 P1 Q3 #2-6","LV3","1","3","2-6",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7353","LV3 P1 Q3 #2-7","LV3","1","3","2-7",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7354","LV3 P1 Q3.5 #2-8","LV3","1","3.5","2-8",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7355","LV3 P1 Q3.5 #NA","LV3","1","3.5","NA",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7356","LV3 P1 QNA #NA","LV3","1","NA","NA",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7357","LV3 P1 Q4 #3","LV3","1","4","3",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7358","LV3 P1 Q4 #3-1","LV3","1","4","3-1",2019,2353,2019-07-25,206,2019-07-05,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7359","LV3 P2 QNA #1","LV3","2","NA","1",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7360","LV3 P2 QNA #2","LV3","2","NA","2",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7361","LV3 P2 QNA #3","LV3","2","NA","3",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7362","LV3 P2 QNA #4","LV3","2","NA","4",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7363","LV3 P2 QNA #5","LV3","2","NA","5",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7364","LV3 P2 QNA #6","LV3","2","NA","6",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7365","LV3 P2 QNA #7","LV3","2","NA","7",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7366","LV3 P2 QNA #8","LV3","2","NA","8",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7367","LV3 P2 QNA #9","LV3","2","NA","9",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7368","LV3 P2 QNA #10","LV3","2","NA","10",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7369","LV3 P2 QNA #11","LV3","2","NA","11",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7370","LV3 P2 QNA #12","LV3","2","NA","12",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7371","LV3 P2 QNA #13","LV3","2","NA","13",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7372","LV3 P2 QNA #14","LV3","2","NA","14",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7373","LV3 P2 QNA #15","LV3","2","NA","15",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7374","LV3 P2 QNA #16","LV3","2","NA","16",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7375","LV3 P2 QNA #17","LV3","2","NA","17",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7376","LV3 P2 QNA #18","LV3","2","NA","18",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7377","LV3 P2 QNA #19","LV3","2","NA","19",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7378","LV3 P2 QNA #20","LV3","2","NA","20",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7379","LV3 P2 QNA #21","LV3","2","NA","21",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7380","LV3 P2 QNA #22","LV3","2","NA","22",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7381","LV3 P2 QNA #23","LV3","2","NA","23",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7382","LV3 P2 QNA #24","LV3","2","NA","24",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7383","LV3 P2 QNA #25","LV3","2","NA","25",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7384","LV3 P2 QNA #26","LV3","2","NA","26",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7385","LV3 P2 QNA #27","LV3","2","NA","27",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7386","LV3 P2 QNA #28","LV3","2","NA","28",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7387","LV3 P2 QNA #29","LV3","2","NA","29",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7388","LV3 P2 QNA #30","LV3","2","NA","30",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7389","LV3 P2 QNA #30-1","LV3","2","NA","30-1",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7390","LV3 P2 QNA #31","LV3","2","NA","31",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7391","LV3 P2 QNA #31-1","LV3","2","NA","31-1",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7392","LV3 P2 QNA #32","LV3","2","NA","32",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7393","LV3 P2 QNA #33","LV3","2","NA","33",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7394","LV3 P2 QNA #34","LV3","2","NA","34",2019,2353,2019-07-25,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7395","LV1 P1 QNA #19-1-1","LV1","1","NA","19-1-1",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7396","LV1 P1 QNA #19-1-4","LV1","1","NA","19-1-4",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7397","LV1 P1 QNA #19-1-5","LV1","1","NA","19-1-5",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7398","LV1 P1 QNA #19-5","LV1","1","NA","19-5",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7399","LV1 P1 QNA #21-1","LV1","1","NA","21-1",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7400","LV1 P1 QNA #24-1-1","LV1","1","NA","24-1-1",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7401","LV1 P1 QNA #24-1-2","LV1","1","NA","24-1-2",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7402","LV1 P1 QNA #24-1-3","LV1","1","NA","24-1-3",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7403","LV1 P1 QNA #24-1-4","LV1","1","NA","24-1-4",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7404","LV1 P1 QNA #38-2","LV1","1","NA","38-2",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7405","LV1 P1 QNA #40-1","LV1","1","NA","40-1",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7406","LV1 P1 QNA #40-2","LV1","1","NA","40-2",2019,2593,2019-07-25,206,2019-07-30,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7407","LV1 P2 QNA #0-9-1","LV1","2","NA","0-9-1",2019,2593,2019-07-25,206,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7408","LV1 P2 QNA #10-10","LV1","2","NA","10-10",2019,2593,2019-07-25,206,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7409","LV1 P2 QNA #10-9","LV1","2","NA","10-9",2019,2593,2019-07-25,206,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7410","LV1 P2 QNA #23","LV1","2","NA","23",2019,2593,2019-07-25,206,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7411","LV1 P2 QNA #24","LV1","2","NA","24",2019,2593,2019-07-25,206,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7412","LV1 P2 QNA #25","LV1","2","NA","25",2019,2593,2019-07-25,206,2019-08-11,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7413","LV2 P1 QNA #56","LV2","1","NA","56",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7414","LV2 P1 QNA #57","LV2","1","NA","57",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7415","LV2 P1 QNA #58","LV2","1","NA","58",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7416","LV2 P1 QNA #59","LV2","1","NA","59",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7417","LV2 P1 QNA #60","LV2","1","NA","60",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7418","LV2 P1 QNA #62","LV2","1","NA","62",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7419","LV2 P1 QNA #68","LV2","1","NA","68",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7420","LV2 P1 QNA #73","LV2","1","NA","73",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7421","LV2 P1 QNA #74","LV2","1","NA","74",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7422","LV2 P1 QNA #75","LV2","1","NA","75",2019,2500,2019-07-25,206,2019-07-01,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"7423","LV2 P2 QNA #51","LV2","2","NA","51",2019,2500,2019-07-25,206,2019-06-26,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
