,site,plot,quad,ind,uniqueID.19,itero.per.19,emerg.date.19,date_25.07.2019,phen_25.07.2019,stem.diam_25.07.2019,height_25.07.2019,total.branch_25.07.2019,longest.leaf,buds_25.07.2019,flrs_25.07.2019,fruits_25.07.2019,longest.fruit_25.07.2019,herb_25.07.2019,branch.damage_25.07.2019,notes_25.07.2019,protocol.notes_25.07.2019,,date_02.08.2019,phen_02.08.2019,stem.diam_02.08.2019,height_02.08.2019,total.branch_02.08.2019,longest.leaf_02.08.2019,buds_02.08.2019,flrs_02.08.2019,fruits_02.08.2019,longest.fruit_02.08.2019,herb_02.08.2019,branch.damage_02.08.2019,notes_02.08.2019,protocol.notes_02.08.2019,,date_08.08.2019,phen_08.08.2019,stem.diam_08.08.2019,height_08.08.2019,total.branch_08.08.2019,longest.leaf_08.08.2019,buds_08.08.2019,flrs_08.08.2019,fruits_08.08.2019,longest.fruit_08.08.2019,herb_08.08.2019,branch.damage_08.08.2019,notes_08.08.2019,protocol.notes_08.08.2019,date_18.08.2019,phen_18.08.2019,stem.diam_18.08.2019,height_18.08.2019,total.branch_18.08.2019,longest.leaf_18.08.2019,buds_18.08.2019,flrs_18.08.2019,fruits_18.08.2019,longest.fruit_18.08.2019,herb_18.08.2019,branch.damage_18.08.2019,notes_18.08.2019,protocol.notes_18.08.2019,date_28.08.2019,phen_28.08.2019,stem.diam_28.08.2019,height_28.08.2019,total.branch_28.08.2019,longest.leaf_28.08.2019,buds_28.08.2019,flrs_28.08.2019,fruits_28.08.2019,longest.fruit_28.08.2019,herb_28.08.2019,branch.damage_28.08.2019,notes_28.08.2019,protocol.notes_28.08.2019,date_07.09.2019,phen_07.09.2019,stem.diam_07.09.2019,height_07.09.2019,total.branch_07.09.2019,longest.leaf_07.09.2019,buds_07.09.2019,flrs_07.09.2019,fruits_07.09.2019,longest.fruit_07.09.2019,herb_07.09.2019,branch.damage_07.09.2019,notes_07.09.2019,protocol.notes_07.09.2019,date_18.09.2019,phen_18.09.2019,stem.diam_18.09.2019,height_18.09.2019,total.branch_18.09.2019,longest.leaf_18.09.2019,buds_18.09.2019,flrs_18.09.2019,fruits_18.09.2019,longest.fruit_18.09.2019,herb_18.09.2019,branch.damage_18.09.2019,notes_18.09.2019,protocol.notes_18.09.2019,date_28.09.2019,phen_28.09.2019,stem.diam_28.09.2019,height_28.09.2019,total.branch_28.09.2019,longest.leaf_28.09.2019,buds_28.09.2019,flrs_28.09.2019,fruits_28.09.2019,longest.fruit_28.09.2019,herb_28.09.2019,branch.damage_28.09.2019,notes_28.09.2019,protocol.notes_28.09.2019,
,LV1,1,NA,62,LV1 P1 QNA #62,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,60,LV1 P1 QNA #60,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,61,LV1 P1 QNA #61,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,1.12,2.5,1,1,NA,NA,NA,NA,0,0,NA,NA,8/18/19,B,NA,NA,1,NA,2,0,0,NA,0,0,NA,NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1a,NA,9/7/19,V,2.35,3,1,1.4,NA,NA,NA,NA,1,0,herb 1a,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,63,LV1 P1 QNA #63,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,B,1.73,4.1,2,NA,9,0,0,NA,1,0,1a,NA,8/18/19,B,NA,NA,2,NA,12,0,0,NA,0,0,NA,NA,8/28/19,F,NA,NA,3,NA,7,4,6,NA,1,0,1a,NA,9/7/19,F,2.78,16.2,1,NA,3,2,9,6.1,0,0,NA,NA,9/18/19,P,NA,NA,1,NA,0,0,9,NA,0,0,NA,NA,9/28/19,S,NA,NA,1,NA,0,0,7,NA,0,0,NA,NA,
,LV1,1,NA,43-2-1,LV1 P1 QNA #43-2-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,48-3,LV1 P1 QNA #48-3,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,43-2,LV1 P1 QNA #43-2,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,43-1,LV1 P1 QNA #43-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,1,NA,39-1,LV1 P1 QNA #39-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,B,2.34,4.4,1,NA,8,0,0,NA,0,0,NA,NA,8/18/19,V,NA,NA,1,NA,0,0,0,NA,2,1,2a (1),NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,B,2.09,10.8,5,NA,11,0,1,4.5,2,1,herb 2b,NA,9/18/19,F,NA,NA,5,NA,8,2,1,NA,0,0,NA,NA,9/28/19,P,NA,NA,5,NA,5,1,0,NA,0,0,NA,NA,
,LV1,1,NA,39-2,LV1 P1 QNA #39-2,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,0.91,2.3,1,0.8,NA,NA,NA,NA,0,0,NA,NA,8/18/19,V,NA,NA,1,NA,0,0,0,NA,1,0,1a,NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,V,1.39,3.1,1,1.2,NA,NA,NA,NA,0,0,NA,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV1,1,NA,39-3,LV1 P1 QNA #39-3,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,2.24,3,5,1.2,NA,NA,NA,NA,0,0,NA,NA,8/18/19,V,NA,NA,5,NA,0,0,0,NA,1,0,1a,NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,V,2.62,3.6,5,2,NA,NA,NA,NA,0,0,NA,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV1,2,NA,71,LV1 P2 QNA #71,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,0.88,3,1,2,NA,NA,NA,NA,1,0,1a (OR damage),NA,8/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,1,0,"drying, 1b (old)",NA,9/7/19,V,2.57,3.2,3,1.6,NA,NA,NA,NA,1,0,herb 1a,NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV1,2,NA,2-4,LV1 P2 QNA #2-4,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,V,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,2-5,LV1 P2 QNA #2-5,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,1.97,4,6,1,NA,NA,NA,NA,0,1,bolting AM + 1 br broken (NOT herb),NA,8/18/19,B,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,F,NA,NA,3,NA,14,2,0,NA,0,0,1br is old (perennial),NA,9/7/19,F,2.63,3.2,4,0.7,NA,NA,NA,NA,1,0,"herb 1a, pprobably was repro",NA,9/18/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,9/28/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,
,LV1,2,NA,0-11-1,LV1 P2 QNA #0-11-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,1.92,3.4,1,1.5,NA,NA,NA,NA,0,0,NA,NA,8/18/19,B,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,F,NA,NA,7,NA,21,2,0,NA,0,0,NA,NA,9/7/19,F,2.8,17.5,4,NA,14,8,7,3.7,0,0,NA,"red picks: 2P, 1F, 1V",9/18/19,F,NA,NA,4,NA,8,4,14,NA,0,0,NA,NA,9/28/19,F,NA,NA,4,NA,5,2,12,NA,0,0,flrs not viable,NA,
,LV1,2,NA,3-2,LV1 P2 QNA #3-2,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,3-1,LV1 P2 QNA #3-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,9-4,LV1 P2 QNA #9-4,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,10-7,LV1 P2 QNA #10-7,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,10-8,LV1 P2 QNA #10-8,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,12-1-2,LV1 P2 QNA #12-1-2,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,may come back?,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,12-1-3,LV1 P2 QNA #12-1-3,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3G,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,12-1-4,LV1 P2 QNA #12-1-4,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,12-1-1,LV1 P2 QNA #12-1-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,12-3,LV1 P2 QNA #12-3,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,15-1,LV1 P2 QNA #15-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V,NA,NA,NA,NA,NA,NA,NA,NA,0,0,only a brown stem but looks alive,NA,8/18/19,V/D,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,V/D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,16-1,LV1 P2 QNA #16-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,17,LV1 P2 QNA #17,Y,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,B,1.96,4,4,NA,11,0,0,NA,0,0,NA,NA,8/18/19,B,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,F,NA,NA,4,NA,13,4,0,NA,0,0,NA,NA,9/7/19,F,1.92,14.3,2,NA,7,2,6,5.6,0,0,NA,NA,9/18/19,P,NA,NA,2,NA,2,0,6,NA,0,0,NA,NA,9/28/19,S,NA,NA,2,NA,0,0,4,NA,0,0,NA,NA,
,LV1,2,NA,17-1,LV1 P2 QNA #17-1,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,57,LV1 P2 QNA #57,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,V/X,NA,NA,NA,NA,NA,NA,NA,NA,0,0,dried up but may come back,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
,LV1,2,NA,17-3,LV1 P2 QNA #17-3,Y,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,B,1.75,4.4,4,NA,missed,missed,missed,NA,0,0,"1 old, 3 new branches",NA,8/18/19,B,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,8/28/19,F,NA,NA,8,NA,24,5,0,NA,0,0,NA,NA,9/7/19,F,2.36,9.2,8,NA,22,2,8,4,0,0,NA,NA,9/18/19,P,NA,NA,8,NA,13,0,4,NA,0,0,NA,NA,9/28/19,S,NA,NA,8,NA,0,0,3,NA,0,0,NA,NA,
,LV1,2,NA,54,LV1 P2 QNA #54,N,8/8/19,7/26/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/2/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,8/8/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,may come back?,NA,8/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/7/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/18/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/28/19,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
